Day;L;M;S;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
890;-0.5684;15.5463;0.08443;11.309;12.27;13.231;14.316;15.546;16.951;18.566;20.436;22.306
891;-0.5684;15.5455;0.08443;11.309;12.27;13.231;14.315;15.546;16.95;18.565;20.435;22.305
892;-0.5684;15.5447;0.08443;11.308;12.269;13.23;14.314;15.545;16.95;18.564;20.434;22.304
893;-0.5684;15.5439;0.08443;11.308;12.268;13.229;14.313;15.544;16.949;18.563;20.433;22.303
894;-0.5684;15.5431;0.08443;11.307;12.268;13.229;14.313;15.543;16.948;18.562;20.432;22.302
895;-0.5684;15.5423;0.08443;11.307;12.267;13.228;14.312;15.542;16.947;18.561;20.431;22.3
896;-0.5684;15.5414;0.08443;11.306;12.266;13.227;14.311;15.541;16.946;18.56;20.43;22.299
897;-0.5684;15.5406;0.08443;11.305;12.266;13.226;14.31;15.541;16.945;18.559;20.429;22.298
898;-0.5684;15.5398;0.08443;11.305;12.265;13.226;14.31;15.54;16.944;18.558;20.428;22.297
899;-0.5684;15.539;0.08443;11.304;12.265;13.225;14.309;15.539;16.943;18.558;20.427;22.296
900;-0.5684;15.5382;0.08443;11.304;12.264;13.224;14.308;15.538;16.942;18.557;20.426;22.295
901;-0.5684;15.5374;0.08443;11.303;12.263;13.224;14.307;15.537;16.942;18.556;20.425;22.293
902;-0.5684;15.5366;0.08443;11.302;12.263;13.223;14.307;15.537;16.941;18.555;20.423;22.292
903;-0.5684;15.5358;0.08443;11.302;12.262;13.222;14.306;15.536;16.94;18.554;20.422;22.291
904;-0.5684;15.535;0.08443;11.301;12.261;13.222;14.305;15.535;16.939;18.553;20.421;22.29
905;-0.5684;15.5341;0.08443;11.301;12.261;13.221;14.304;15.534;16.938;18.552;20.42;22.289
906;-0.5684;15.5333;0.08443;11.3;12.26;13.22;14.304;15.533;16.937;18.551;20.419;22.288
907;-0.5684;15.5325;0.08443;11.299;12.259;13.22;14.303;15.532;16.936;18.55;20.418;22.286
908;-0.5684;15.5317;0.08444;11.298;12.258;13.219;14.302;15.532;16.936;18.549;20.418;22.286
909;-0.5684;15.5309;0.08444;11.298;12.258;13.218;14.301;15.531;16.935;18.548;20.417;22.285
910;-0.5684;15.5301;0.08444;11.297;12.257;13.217;14.301;15.53;16.934;18.547;20.416;22.284
911;-0.5684;15.5293;0.08444;11.297;12.257;13.217;14.3;15.529;16.933;18.546;20.415;22.283
912;-0.5684;15.5285;0.08444;11.296;12.256;13.216;14.299;15.528;16.932;18.545;20.414;22.282
913;-0.5684;15.5277;0.08444;11.295;12.255;13.215;14.298;15.528;16.931;18.544;20.412;22.281
914;-0.5684;15.5269;0.08444;11.295;12.255;13.215;14.298;15.527;16.93;18.543;20.411;22.279
915;-0.5684;15.5261;0.08444;11.294;12.254;13.214;14.297;15.526;16.929;18.543;20.41;22.278
916;-0.5684;15.5253;0.08444;11.294;12.253;13.213;14.296;15.525;16.929;18.542;20.409;22.277
917;-0.5684;15.5245;0.08444;11.293;12.253;13.212;14.295;15.524;16.928;18.541;20.408;22.276
918;-0.5684;15.5237;0.08444;11.293;12.252;13.212;14.295;15.524;16.927;18.54;20.407;22.275
919;-0.5684;15.5229;0.08444;11.292;12.252;13.211;14.294;15.523;16.926;18.539;20.406;22.274
920;-0.5684;15.5221;0.08444;11.291;12.251;13.21;14.293;15.522;16.925;18.538;20.405;22.273
921;-0.5684;15.5213;0.08445;11.29;12.25;13.21;14.292;15.521;16.924;18.537;20.405;22.272
922;-0.5684;15.5205;0.08445;11.29;12.249;13.209;14.292;15.52;16.924;18.536;20.404;22.271
923;-0.5684;15.5197;0.08445;11.289;12.249;13.208;14.291;15.52;16.923;18.535;20.403;22.27
924;-0.5684;15.5189;0.08445;11.289;12.248;13.207;14.29;15.519;16.922;18.534;20.402;22.269
925;-0.5684;15.5181;0.08445;11.288;12.247;13.207;14.289;15.518;16.921;18.533;20.401;22.268
926;-0.5684;15.5173;0.08445;11.288;12.247;13.206;14.289;15.517;16.92;18.532;20.4;22.267
927;-0.5684;15.5165;0.08445;11.287;12.246;13.205;14.288;15.516;16.919;18.531;20.398;22.266
928;-0.5684;15.5157;0.08445;11.286;12.246;13.205;14.287;15.516;16.918;18.531;20.397;22.264
929;-0.5684;15.5149;0.08445;11.286;12.245;13.204;14.287;15.515;16.917;18.53;20.396;22.263
930;-0.5684;15.5141;0.08446;11.285;12.244;13.203;14.286;15.514;16.917;18.529;20.396;22.263
931;-0.5684;15.5133;0.08446;11.284;12.243;13.202;14.285;15.513;16.916;18.528;20.395;22.262
932;-0.5684;15.5125;0.08446;11.284;12.243;13.202;14.284;15.512;16.915;18.527;20.394;22.261
933;-0.5684;15.5117;0.08446;11.283;12.242;13.201;14.283;15.512;16.914;18.526;20.393;22.26
934;-0.5684;15.5109;0.08446;11.282;12.241;13.2;14.283;15.511;16.913;18.525;20.392;22.258
935;-0.5684;15.5101;0.08446;11.282;12.241;13.2;14.282;15.51;16.912;18.524;20.391;22.257
936;-0.5684;15.5093;0.08446;11.281;12.24;13.199;14.281;15.509;16.912;18.523;20.39;22.256
937;-0.5684;15.5086;0.08447;11.28;12.239;13.198;14.28;15.509;16.911;18.523;20.39;22.256
938;-0.5684;15.5078;0.08447;11.28;12.239;13.198;14.28;15.508;16.91;18.522;20.388;22.255
939;-0.5684;15.507;0.08447;11.279;12.238;13.197;14.279;15.507;16.909;18.521;20.387;22.254
940;-0.5684;15.5062;0.08447;11.279;12.237;13.196;14.278;15.506;16.908;18.52;20.386;22.253
941;-0.5684;15.5054;0.08447;11.278;12.237;13.195;14.277;15.505;16.907;18.519;20.385;22.252
942;-0.5684;15.5046;0.08447;11.277;12.236;13.195;14.277;15.505;16.907;18.518;20.384;22.25
943;-0.5684;15.5038;0.08448;11.277;12.235;13.194;14.276;15.504;16.906;18.518;20.384;22.25
944;-0.5684;15.503;0.08448;11.276;12.235;13.193;14.275;15.503;16.905;18.517;20.383;22.249
945;-0.5684;15.5023;0.08448;11.275;12.234;13.193;14.274;15.502;16.904;18.516;20.382;22.248
946;-0.5684;15.5015;0.08448;11.275;12.233;13.192;14.274;15.502;16.903;18.515;20.381;22.247
947;-0.5684;15.5007;0.08448;11.274;12.233;13.191;14.273;15.501;16.902;18.514;20.38;22.246
948;-0.5684;15.4999;0.08448;11.274;12.232;13.191;14.272;15.5;16.902;18.513;20.379;22.245
949;-0.5684;15.4991;0.08449;11.273;12.231;13.19;14.271;15.499;16.901;18.512;20.378;22.245
950;-0.5684;15.4983;0.08449;11.272;12.231;13.189;14.271;15.498;16.9;18.511;20.377;22.243
951;-0.5684;15.4976;0.08449;11.272;12.23;13.188;14.27;15.498;16.899;18.511;20.376;22.242
952;-0.5684;15.4968;0.08449;11.271;12.229;13.188;14.269;15.497;16.898;18.51;20.375;22.241
953;-0.5684;15.496;0.0845;11.27;12.228;13.187;14.268;15.496;16.898;18.509;20.375;22.241
954;-0.5684;15.4952;0.0845;11.269;12.228;13.186;14.268;15.495;16.897;18.508;20.374;22.24
955;-0.5684;15.4944;0.0845;11.269;12.227;13.185;14.267;15.494;16.896;18.507;20.373;22.239
956;-0.5684;15.4937;0.0845;11.268;12.227;13.185;14.266;15.494;16.895;18.506;20.372;22.238
957;-0.5684;15.4929;0.0845;11.268;12.226;13.184;14.266;15.493;16.894;18.505;20.371;22.237
958;-0.5684;15.4921;0.08451;11.267;12.225;13.183;14.265;15.492;16.894;18.505;20.371;22.237
959;-0.5684;15.4913;0.08451;11.266;12.224;13.183;14.264;15.491;16.893;18.504;20.37;22.235
960;-0.5684;15.4906;0.08451;11.266;12.224;13.182;14.263;15.491;16.892;18.503;20.369;22.234
961;-0.5684;15.4898;0.08451;11.265;12.223;13.181;14.263;15.49;16.891;18.502;20.368;22.233
962;-0.5684;15.489;0.08452;11.264;12.222;13.18;14.262;15.489;16.89;18.501;20.367;22.233
963;-0.5684;15.4883;0.08452;11.264;12.222;13.18;14.261;15.488;16.89;18.501;20.366;22.232
964;-0.5684;15.4875;0.08452;11.263;12.221;13.179;14.26;15.488;16.889;18.5;20.365;22.231
965;-0.5684;15.4867;0.08452;11.262;12.22;13.178;14.26;15.487;16.888;18.499;20.364;22.23
966;-0.5684;15.4859;0.08453;11.261;12.219;13.177;14.259;15.486;16.887;18.498;20.364;22.23
967;-0.5684;15.4852;0.08453;11.261;12.219;13.177;14.258;15.485;16.886;18.497;20.363;22.229
968;-0.5684;15.4844;0.08453;11.26;12.218;13.176;14.257;15.484;16.886;18.496;20.362;22.228
969;-0.5684;15.4836;0.08454;11.259;12.217;13.175;14.256;15.484;16.885;18.496;20.362;22.227
970;-0.5684;15.4829;0.08454;11.259;12.217;13.175;14.256;15.483;16.884;18.495;20.361;22.226
971;-0.5684;15.4821;0.08454;11.258;12.216;13.174;14.255;15.482;16.883;18.494;20.36;22.225
972;-0.5684;15.4814;0.08455;11.257;12.215;13.173;14.254;15.481;16.883;18.494;20.359;22.225
973;-0.5684;15.4806;0.08455;11.257;12.215;13.172;14.254;15.481;16.882;18.493;20.358;22.224
974;-0.5684;15.4798;0.08455;11.256;12.214;13.172;14.253;15.48;16.881;18.492;20.357;22.223
975;-0.5684;15.4791;0.08455;11.256;12.213;13.171;14.252;15.479;16.88;18.491;20.356;22.222
976;-0.5684;15.4783;0.08456;11.255;12.213;13.17;14.251;15.478;16.879;18.49;20.356;22.222
977;-0.5684;15.4776;0.08456;11.254;12.212;13.17;14.251;15.478;16.879;18.49;20.355;22.221
978;-0.5684;15.4768;0.08456;11.254;12.211;13.169;14.25;15.477;16.878;18.489;20.354;22.22
979;-0.5684;15.476;0.08457;11.253;12.21;13.168;14.249;15.476;16.877;18.488;20.354;22.22
980;-0.5684;15.4753;0.08457;11.252;12.21;13.167;14.248;15.475;16.876;18.487;20.353;22.219
981;-0.5684;15.4745;0.08457;11.252;12.209;13.167;14.248;15.474;16.876;18.486;20.352;22.217
982;-0.5684;15.4738;0.08458;11.251;12.208;13.166;14.247;15.474;16.875;18.486;20.352;22.217
983;-0.5684;15.473;0.08458;11.25;12.208;13.165;14.246;15.473;16.874;18.485;20.351;22.216
984;-0.5684;15.4723;0.08459;11.249;12.207;13.164;14.245;15.472;16.873;18.484;20.35;22.216
985;-0.5684;15.4715;0.08459;11.249;12.206;13.164;14.245;15.472;16.873;18.483;20.349;22.215
986;-0.5684;15.4708;0.08459;11.248;12.206;13.163;14.244;15.471;16.872;18.483;20.348;22.214
987;-0.5684;15.47;0.0846;11.247;12.205;13.162;14.243;15.47;16.871;18.482;20.348;22.214
988;-0.5684;15.4693;0.0846;11.247;12.204;13.162;14.242;15.469;16.87;18.481;20.347;22.213
989;-0.5684;15.4685;0.0846;11.246;12.203;13.161;14.242;15.468;16.87;18.48;20.346;22.212
990;-0.5684;15.4678;0.08461;11.245;12.203;13.16;14.241;15.468;16.869;18.48;20.346;22.212
991;-0.5684;15.467;0.08461;11.245;12.202;13.159;14.24;15.467;16.868;18.479;20.345;22.211
992;-0.5684;15.4663;0.08462;11.244;12.201;13.159;14.239;15.466;16.867;18.478;20.345;22.211
993;-0.5684;15.4656;0.08462;11.243;12.201;13.158;14.239;15.466;16.867;18.478;20.344;22.21
994;-0.5684;15.4648;0.08462;11.243;12.2;13.157;14.238;15.465;16.866;18.477;20.343;22.209
995;-0.5684;15.4641;0.08463;11.242;12.199;13.157;14.237;15.464;16.865;18.476;20.342;22.209
996;-0.5684;15.4633;0.08463;11.241;12.198;13.156;14.237;15.463;16.864;18.475;20.341;22.207
997;-0.5684;15.4626;0.08464;11.24;12.198;13.155;14.236;15.463;16.864;18.475;20.341;22.207
998;-0.5684;15.4619;0.08464;11.24;12.197;13.154;14.235;15.462;16.863;18.474;20.34;22.206
999;-0.5684;15.4611;0.08465;11.239;12.196;13.153;14.234;15.461;16.862;18.473;20.34;22.206
1000;-0.5684;15.4604;0.08465;11.238;12.196;13.153;14.234;15.46;16.862;18.473;20.339;22.205
1001;-0.5684;15.4597;0.08465;11.238;12.195;13.152;14.233;15.46;16.861;18.472;20.338;22.204
1002;-0.5684;15.4589;0.08466;11.237;12.194;13.151;14.232;15.459;16.86;18.471;20.338;22.204
1003;-0.5684;15.4582;0.08466;11.236;12.193;13.151;14.231;15.458;16.859;18.47;20.337;22.203
1004;-0.5684;15.4575;0.08467;11.235;12.193;13.15;14.231;15.458;16.859;18.47;20.337;22.203
1005;-0.5684;15.4568;0.08467;11.235;12.192;13.149;14.23;15.457;16.858;18.469;20.336;22.202
1006;-0.5684;15.456;0.08468;11.234;12.191;13.148;14.229;15.456;16.857;18.469;20.335;22.202
1007;-0.5684;15.4553;0.08468;11.233;12.191;13.148;14.228;15.455;16.857;18.468;20.334;22.201
1008;-0.5684;15.4546;0.08469;11.232;12.19;13.147;14.228;15.455;16.856;18.467;20.334;22.201
1009;-0.5684;15.4539;0.08469;11.232;12.189;13.146;14.227;15.454;16.855;18.467;20.333;22.2
1010;-0.5684;15.4531;0.0847;11.231;12.188;13.145;14.226;15.453;16.854;18.466;20.333;22.2
1011;-0.5684;15.4524;0.0847;11.23;12.188;13.145;14.226;15.452;16.854;18.465;20.332;22.199
1012;-0.5684;15.4517;0.08471;11.229;12.187;13.144;14.225;15.452;16.853;18.465;20.332;22.199
1013;-0.5684;15.451;0.08471;11.229;12.186;13.143;14.224;15.451;16.852;18.464;20.331;22.198
1014;-0.5684;15.4503;0.08472;11.228;12.185;13.143;14.223;15.45;16.852;18.463;20.331;22.198
1015;-0.5684;15.4495;0.08472;11.227;12.185;13.142;14.223;15.45;16.851;18.462;20.33;22.197
1016;-0.5684;15.4488;0.08473;11.227;12.184;13.141;14.222;15.449;16.85;18.462;20.329;22.197
1017;-0.5684;15.4481;0.08473;11.226;12.183;13.14;14.221;15.448;16.85;18.461;20.329;22.196
1018;-0.5684;15.4474;0.08474;11.225;12.182;13.14;14.22;15.447;16.849;18.461;20.328;22.196
1019;-0.5684;15.4467;0.08474;11.225;12.182;13.139;14.22;15.447;16.848;18.46;20.327;22.195
1020;-0.5684;15.446;0.08475;11.224;12.181;13.138;14.219;15.446;16.848;18.46;20.327;22.195
1021;-0.5684;15.4453;0.08476;11.223;12.18;13.137;14.218;15.445;16.847;18.459;20.327;22.195
1022;-0.5684;15.4446;0.08476;11.222;12.18;13.137;14.218;15.445;16.846;18.458;20.326;22.194
1023;-0.5684;15.4439;0.08477;11.221;12.179;13.136;14.217;15.444;16.846;18.458;20.326;22.194
1024;-0.5684;15.4432;0.08477;11.221;12.178;13.135;14.216;15.443;16.845;18.457;20.325;22.193
1025;-0.5684;15.4425;0.08478;11.22;12.177;13.135;14.215;15.442;16.844;18.457;20.325;22.193
1026;-0.5684;15.4418;0.08478;11.219;12.177;13.134;14.215;15.442;16.844;18.456;20.324;22.192
1027;-0.5684;15.4411;0.08479;11.219;12.176;13.133;14.214;15.441;16.843;18.455;20.324;22.192
1028;-0.5684;15.4404;0.0848;11.218;12.175;13.132;14.213;15.44;16.842;18.455;20.323;22.192
1029;-0.5684;15.4397;0.0848;11.217;12.174;13.132;14.213;15.44;16.842;18.454;20.322;22.191
1030;-0.5684;15.439;0.08481;11.216;12.174;13.131;14.212;15.439;16.841;18.454;20.322;22.191
1031;-0.5684;15.4383;0.08482;11.215;12.173;13.13;14.211;15.438;16.84;18.453;20.322;22.191
1032;-0.5684;15.4376;0.08482;11.215;12.172;13.129;14.21;15.438;16.84;18.452;20.321;22.19
1033;-0.5684;15.4369;0.08483;11.214;12.171;13.129;14.21;15.437;16.839;18.452;20.321;22.19
1034;-0.5684;15.4362;0.08483;11.213;12.171;13.128;14.209;15.436;16.838;18.451;20.32;22.189
1035;-0.5684;15.4355;0.08484;11.212;12.17;13.127;14.208;15.436;16.838;18.451;20.32;22.189
1036;-0.5684;15.4349;0.08485;11.212;12.169;13.126;14.207;15.435;16.837;18.45;20.32;22.189
1037;-0.5684;15.4342;0.08485;11.211;12.168;13.126;14.207;15.434;16.837;18.45;20.319;22.188
1038;-0.5684;15.4335;0.08486;11.21;12.168;13.125;14.206;15.434;16.836;18.449;20.319;22.188
1039;-0.5684;15.4328;0.08487;11.209;12.167;13.124;14.205;15.433;16.835;18.449;20.318;22.188
1040;-0.5684;15.4321;0.08487;11.209;12.166;13.124;14.205;15.432;16.835;18.448;20.317;22.187
1041;-0.5684;15.4315;0.08488;11.208;12.165;13.123;14.204;15.432;16.834;18.448;20.317;22.187
1042;-0.5684;15.4308;0.08489;11.207;12.165;13.122;14.203;15.431;16.834;18.447;20.317;22.187
1043;-0.5684;15.4301;0.08489;11.207;12.164;13.121;14.202;15.43;16.833;18.446;20.316;22.186
1044;-0.5684;15.4294;0.0849;11.206;12.163;13.121;14.202;15.429;16.832;18.446;20.316;22.186
1045;-0.5684;15.4288;0.08491;11.205;12.162;13.12;14.201;15.429;16.832;18.446;20.316;22.186
1046;-0.5684;15.4281;0.08492;11.204;12.161;13.119;14.2;15.428;16.831;18.445;20.316;22.186
1047;-0.5684;15.4274;0.08492;11.203;12.161;13.118;14.2;15.427;16.83;18.444;20.315;22.185
1048;-0.5684;15.4268;0.08493;11.203;12.16;13.118;14.199;15.427;16.83;18.444;20.315;22.186
1049;-0.5684;15.4261;0.08494;11.202;12.159;13.117;14.198;15.426;16.829;18.444;20.315;22.186
1050;-0.5684;15.4254;0.08494;11.201;12.159;13.116;14.197;15.425;16.829;18.443;20.314;22.185
1051;-0.5684;15.4248;0.08495;11.2;12.158;13.115;14.197;15.425;16.828;18.442;20.314;22.185
1052;-0.5684;15.4241;0.08496;11.199;12.157;13.115;14.196;15.424;16.827;18.442;20.313;22.185
1053;-0.5684;15.4234;0.08497;11.199;12.156;13.114;14.195;15.423;16.827;18.441;20.313;22.185
1054;-0.5684;15.4228;0.08497;11.198;12.156;13.113;14.195;15.423;16.826;18.441;20.312;22.184
1055;-0.5684;15.4221;0.08498;11.197;12.155;13.112;14.194;15.422;16.826;18.44;20.312;22.184
1056;-0.5684;15.4215;0.08499;11.196;12.154;13.112;14.193;15.422;16.825;18.44;20.312;22.184
1057;-0.5684;15.4208;0.085;11.195;12.153;13.111;14.192;15.421;16.825;18.44;20.312;22.184
1058;-0.5684;15.4202;0.08501;11.195;12.152;13.11;14.192;15.42;16.824;18.439;20.312;22.184
1059;-0.5684;15.4195;0.08501;11.194;12.152;13.109;14.191;15.42;16.823;18.438;20.311;22.183
1060;-0.5684;15.4189;0.08502;11.193;12.151;13.109;14.19;15.419;16.823;18.438;20.311;22.183
1061;-0.5684;15.4182;0.08503;11.192;12.15;13.108;14.19;15.418;16.822;18.438;20.311;22.183
1062;-0.5684;15.4176;0.08504;11.192;12.149;13.107;14.189;15.418;16.822;18.437;20.31;22.183
1063;-0.5684;15.4169;0.08505;11.191;12.148;13.106;14.188;15.417;16.821;18.437;20.31;22.183
1064;-0.5684;15.4163;0.08505;11.19;12.148;13.106;14.188;15.416;16.821;18.436;20.309;22.183
1065;-0.5684;15.4157;0.08506;11.189;12.147;13.105;14.187;15.416;16.82;18.436;20.309;22.183
1066;-0.5684;15.415;0.08507;11.188;12.146;13.104;14.186;15.415;16.819;18.436;20.309;22.183
1067;-0.5684;15.4144;0.08508;11.188;12.146;13.103;14.185;15.414;16.819;18.435;20.309;22.183
1068;-0.5684;15.4137;0.08509;11.187;12.145;13.103;14.185;15.414;16.818;18.435;20.309;22.183
1069;-0.5684;15.4131;0.0851;11.186;12.144;13.102;14.184;15.413;16.818;18.434;20.309;22.183
1070;-0.5684;15.4125;0.0851;11.185;12.143;13.101;14.183;15.412;16.817;18.434;20.308;22.182
1071;-0.5684;15.4119;0.08511;11.185;12.143;13.101;14.183;15.412;16.817;18.433;20.308;22.182
1072;-0.5684;15.4112;0.08512;11.184;12.142;13.1;14.182;15.411;16.816;18.433;20.308;22.182
1073;-0.5684;15.4106;0.08513;11.183;12.141;13.099;14.181;15.411;16.816;18.433;20.308;22.183
1074;-0.5684;15.41;0.08514;11.182;12.14;13.098;14.181;15.41;16.815;18.432;20.308;22.183
1075;-0.5684;15.4093;0.08515;11.181;12.139;13.097;14.18;15.409;16.815;18.432;20.307;22.183
1076;-0.5684;15.4087;0.08516;11.18;12.138;13.097;14.179;15.409;16.814;18.432;20.307;22.183
1077;-0.5684;15.4081;0.08517;11.179;12.138;13.096;14.178;15.408;16.814;18.431;20.307;22.183
1078;-0.5684;15.4075;0.08517;11.179;12.137;13.095;14.178;15.408;16.813;18.431;20.306;22.182
1079;-0.5684;15.4069;0.08518;11.178;12.136;13.095;14.177;15.407;16.813;18.43;20.306;22.182
1080;-0.5684;15.4063;0.08519;11.177;12.136;13.094;14.176;15.406;16.812;18.43;20.306;22.182
1081;-0.5684;15.4056;0.0852;11.176;12.135;13.093;14.176;15.406;16.812;18.43;20.306;22.182
1082;-0.5684;15.405;0.08521;11.176;12.134;13.092;14.175;15.405;16.811;18.429;20.306;22.183
1083;-0.5684;15.4044;0.08522;11.175;12.133;13.092;14.174;15.404;16.811;18.429;20.306;22.183
1084;-0.5684;15.4038;0.08523;11.174;12.132;13.091;14.174;15.404;16.81;18.429;20.306;22.183
1085;-0.5684;15.4032;0.08524;11.173;12.132;13.09;14.173;15.403;16.81;18.428;20.306;22.183
1086;-0.5684;15.4026;0.08525;11.172;12.131;13.089;14.172;15.403;16.809;18.428;20.306;22.183
1087;-0.5684;15.402;0.08526;11.171;12.13;13.089;14.172;15.402;16.809;18.428;20.306;22.183
1088;-0.5684;15.4014;0.08527;11.171;12.129;13.088;14.171;15.401;16.808;18.427;20.305;22.184
1089;-0.5684;15.4008;0.08528;11.17;12.128;13.087;14.17;15.401;16.808;18.427;20.305;22.184
1090;-0.5684;15.4002;0.08529;11.169;12.128;13.086;14.17;15.4;16.807;18.427;20.305;22.184
1091;-0.5684;15.3996;0.0853;11.168;12.127;13.086;14.169;15.4;16.807;18.427;20.305;22.184
1092;-0.5684;15.399;0.08531;11.167;12.126;13.085;14.168;15.399;16.806;18.426;20.305;22.184
1093;-0.5684;15.3984;0.08532;11.166;12.125;13.084;14.167;15.398;16.806;18.426;20.305;22.184
1094;-0.5684;15.3978;0.08533;11.166;12.125;13.083;14.167;15.398;16.805;18.426;20.305;22.184
1095;-0.5684;15.3972;0.08534;11.165;12.124;13.083;14.166;15.397;16.805;18.425;20.305;22.185
1096;-0.5684;15.3966;0.08535;11.164;12.123;13.082;14.165;15.397;16.804;18.425;20.305;22.185
1097;-0.5684;15.396;0.08536;11.163;12.122;13.081;14.165;15.396;16.804;18.425;20.305;22.185
1098;-0.5684;15.3954;0.08537;11.162;12.121;13.08;14.164;15.395;16.803;18.424;20.305;22.185
1099;-0.5684;15.3949;0.08538;11.162;12.121;13.08;14.163;15.395;16.803;18.424;20.305;22.185
1100;-0.5684;15.3943;0.08539;11.161;12.12;13.079;14.163;15.394;16.803;18.424;20.305;22.186
1101;-0.5684;15.3937;0.0854;11.16;12.119;13.078;14.162;15.394;16.802;18.424;20.305;22.186
1102;-0.5684;15.3931;0.08541;11.159;12.118;13.077;14.161;15.393;16.802;18.423;20.305;22.186
1103;-0.5684;15.3925;0.08542;11.158;12.117;13.077;14.161;15.392;16.801;18.423;20.304;22.186
1104;-0.5684;15.392;0.08543;11.157;12.117;13.076;14.16;15.392;16.801;18.423;20.305;22.186
1105;-0.5684;15.3914;0.08544;11.157;12.116;13.075;14.159;15.391;16.8;18.422;20.304;22.186
1106;-0.5684;15.3908;0.08545;11.156;12.115;13.075;14.159;15.391;16.8;18.422;20.304;22.187
1107;-0.5684;15.3902;0.08547;11.155;12.114;13.074;14.158;15.39;16.799;18.422;20.305;22.188
1108;-0.5684;15.3897;0.08548;11.154;12.113;13.073;14.157;15.39;16.799;18.422;20.305;22.188
1109;-0.5684;15.3891;0.08549;11.153;12.113;13.072;14.157;15.389;16.799;18.422;20.305;22.188
1110;-0.5684;15.3885;0.0855;11.152;12.112;13.071;14.156;15.388;16.798;18.421;20.305;22.188
1111;-0.5684;15.388;0.08551;11.151;12.111;13.071;14.155;15.388;16.798;18.421;20.305;22.189
1112;-0.5684;15.3874;0.08552;11.151;12.11;13.07;14.155;15.387;16.797;18.421;20.305;22.189
1113;-0.5684;15.3868;0.08553;11.15;12.109;13.069;14.154;15.387;16.797;18.421;20.305;22.189
1114;-0.5684;15.3863;0.08554;11.149;12.109;13.069;14.153;15.386;16.796;18.42;20.305;22.189
1115;-0.5684;15.3857;0.08556;11.148;12.108;13.068;14.153;15.386;16.796;18.42;20.305;22.19
1116;-0.5684;15.3852;0.08557;11.147;12.107;13.067;14.152;15.385;16.796;18.42;20.306;22.191
1117;-0.5684;15.3846;0.08558;11.146;12.106;13.066;14.151;15.385;16.795;18.42;20.305;22.191
1118;-0.5684;15.384;0.08559;11.145;12.105;13.065;14.151;15.384;16.795;18.42;20.305;22.191
1119;-0.5684;15.3835;0.0856;11.145;12.105;13.065;14.15;15.384;16.794;18.419;20.305;22.191
1120;-0.5684;15.3829;0.08561;11.144;12.104;13.064;14.149;15.383;16.794;18.419;20.305;22.192
1121;-0.5684;15.3824;0.08563;11.143;12.103;13.063;14.149;15.382;16.794;18.419;20.306;22.193
1122;-0.5684;15.3818;0.08564;11.142;12.102;13.062;14.148;15.382;16.793;18.419;20.306;22.193
1123;-0.5684;15.3813;0.08565;11.141;12.101;13.062;14.147;15.381;16.793;18.419;20.306;22.193
1124;-0.5684;15.3808;0.08566;11.14;12.101;13.061;14.147;15.381;16.793;18.419;20.306;22.194
1125;-0.5684;15.3802;0.08567;11.139;12.1;13.06;14.146;15.38;16.792;18.418;20.306;22.194
1126;-0.5684;15.3797;0.08569;11.138;12.099;13.059;14.145;15.38;16.792;18.419;20.307;22.195
1127;-0.5684;15.3791;0.0857;11.137;12.098;13.059;14.145;15.379;16.791;18.418;20.307;22.195
1128;-0.5684;15.3786;0.08571;11.137;12.097;13.058;14.144;15.379;16.791;18.418;20.307;22.195
1129;-0.5684;15.378;0.08572;11.136;12.097;13.057;14.143;15.378;16.791;18.418;20.307;22.196
1130;-0.5684;15.3775;0.08574;11.135;12.096;13.056;14.143;15.378;16.79;18.418;20.307;22.197
1131;-0.5684;15.377;0.08575;11.134;12.095;13.056;14.142;15.377;16.79;18.418;20.308;22.197
1132;-0.5684;15.3764;0.08576;11.133;12.094;13.055;14.141;15.376;16.79;18.418;20.307;22.197
1133;-0.5684;15.3759;0.08577;11.132;12.093;13.054;14.141;15.376;16.789;18.417;20.308;22.198
1134;-0.5684;15.3754;0.08579;11.131;12.092;13.053;14.14;15.375;16.789;18.418;20.308;22.199
1135;-0.5684;15.3748;0.0858;11.13;12.092;13.053;14.139;15.375;16.788;18.417;20.308;22.199
1136;-0.5684;15.3743;0.08581;11.13;12.091;13.052;14.139;15.374;16.788;18.417;20.308;22.199
1137;-0.5684;15.3738;0.08582;11.129;12.09;13.051;14.138;15.374;16.788;18.417;20.308;22.2
1138;-0.5684;15.3733;0.08584;11.128;12.089;13.05;14.137;15.373;16.788;18.417;20.309;22.201
1139;-0.5684;15.3727;0.08585;11.127;12.088;13.05;14.137;15.373;16.787;18.417;20.309;22.201
1140;-0.5684;15.3722;0.08586;11.126;12.088;13.049;14.136;15.372;16.787;18.417;20.309;22.202
1141;-0.5684;15.3717;0.08588;11.125;12.087;13.048;14.135;15.372;16.787;18.417;20.31;22.203
1142;-0.5684;15.3712;0.08589;11.124;12.086;13.047;14.135;15.371;16.786;18.417;20.31;22.203
1143;-0.5684;15.3707;0.0859;11.123;12.085;13.047;14.134;15.371;16.786;18.416;20.31;22.203
1144;-0.5684;15.3702;0.08592;11.122;12.084;13.046;14.133;15.37;16.786;18.417;20.311;22.205
1145;-0.5684;15.3696;0.08593;11.121;12.083;13.045;14.133;15.37;16.785;18.416;20.311;22.205
