Day;L;M;S;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
373;-0.3736;16.3242;0.08789;11.62;12.695;13.769;14.972;16.324;17.85;19.579;21.547;23.514
374;-0.3745;16.32;0.08788;11.618;12.692;13.766;14.968;16.32;17.845;19.574;21.541;23.509
375;-0.3754;16.3158;0.08787;11.616;12.689;13.763;14.965;16.316;17.841;19.569;21.536;23.503
376;-0.3763;16.3117;0.08786;11.614;12.687;13.759;14.961;16.312;17.836;19.564;21.53;23.497
377;-0.3772;16.3075;0.08785;11.612;12.684;13.756;14.957;16.308;17.831;19.559;21.525;23.491
378;-0.378;16.3034;0.08784;11.61;12.682;13.753;14.954;16.303;17.827;19.554;21.52;23.485
379;-0.3789;16.2992;0.08783;11.608;12.679;13.75;14.95;16.299;17.822;19.548;21.514;23.48
380;-0.3798;16.2951;0.08782;11.606;12.677;13.747;14.947;16.295;17.818;19.543;21.509;23.474
381;-0.3806;16.291;0.08782;11.604;12.674;13.744;14.943;16.291;17.813;19.539;21.504;23.469
382;-0.3815;16.2868;0.08781;11.602;12.671;13.741;14.939;16.287;17.808;19.534;21.498;23.463
383;-0.3824;16.2827;0.0878;11.6;12.669;13.738;14.936;16.283;17.804;19.529;21.493;23.458
384;-0.3832;16.2786;0.08779;11.598;12.666;13.735;14.932;16.279;17.799;19.523;21.488;23.452
385;-0.3841;16.2745;0.08778;11.596;12.664;13.732;14.928;16.274;17.795;19.518;21.482;23.446
386;-0.385;16.2704;0.08777;11.594;12.661;13.729;14.925;16.27;17.79;19.513;21.477;23.441
387;-0.3858;16.2663;0.08776;11.592;12.659;13.726;14.921;16.266;17.785;19.508;21.472;23.435
388;-0.3867;16.2622;0.08775;11.59;12.656;13.723;14.918;16.262;17.781;19.503;21.466;23.429
389;-0.3875;16.2582;0.08774;11.588;12.654;13.72;14.914;16.258;17.776;19.498;21.461;23.423
390;-0.3884;16.2541;0.08773;11.586;12.651;13.717;14.911;16.254;17.772;19.493;21.455;23.418
391;-0.3892;16.25;0.08772;11.584;12.649;13.714;14.907;16.25;17.767;19.488;21.45;23.412
392;-0.3901;16.246;0.08771;11.582;12.646;13.711;14.904;16.246;17.763;19.483;21.445;23.406
393;-0.3909;16.2419;0.0877;11.58;12.644;13.708;14.9;16.242;17.758;19.478;21.439;23.401
394;-0.3917;16.2379;0.08769;11.578;12.641;13.705;14.897;16.238;17.753;19.473;21.434;23.395
395;-0.3926;16.2339;0.08769;11.576;12.639;13.701;14.893;16.234;17.749;19.469;21.43;23.39
396;-0.3934;16.2298;0.08768;11.574;12.636;13.698;14.889;16.23;17.745;19.464;21.424;23.385
397;-0.3943;16.2258;0.08767;11.572;12.634;13.695;14.886;16.226;17.74;19.459;21.419;23.379
398;-0.3951;16.2218;0.08766;11.57;12.631;13.692;14.882;16.222;17.736;19.454;21.414;23.373
399;-0.3959;16.2178;0.08765;11.568;12.629;13.689;14.879;16.218;17.731;19.449;21.408;23.368
400;-0.3968;16.2138;0.08764;11.566;12.626;13.686;14.875;16.214;17.727;19.444;21.403;23.362
401;-0.3976;16.2099;0.08763;11.564;12.624;13.684;14.872;16.21;17.722;19.439;21.398;23.357
402;-0.3984;16.2059;0.08762;11.562;12.621;13.681;14.869;16.206;17.718;19.434;21.393;23.351
403;-0.3992;16.2019;0.08761;11.56;12.619;13.678;14.865;16.202;17.713;19.429;21.387;23.345
404;-0.4001;16.198;0.08761;11.558;12.616;13.675;14.862;16.198;17.709;19.425;21.383;23.341
405;-0.4009;16.194;0.0876;11.556;12.614;13.672;14.858;16.194;17.704;19.42;21.378;23.335
406;-0.4017;16.1901;0.08759;11.554;12.611;13.669;14.855;16.19;17.7;19.415;21.372;23.33
407;-0.4025;16.1862;0.08758;11.552;12.609;13.666;14.851;16.186;17.696;19.41;21.367;23.324
408;-0.4033;16.1822;0.08757;11.55;12.606;13.663;14.848;16.182;17.691;19.405;21.362;23.318
409;-0.4041;16.1783;0.08756;11.548;12.604;13.66;14.844;16.178;17.687;19.4;21.357;23.313
410;-0.4049;16.1744;0.08755;11.546;12.602;13.657;14.841;16.174;17.682;19.396;21.352;23.307
411;-0.4057;16.1705;0.08754;11.544;12.599;13.654;14.838;16.17;17.678;19.391;21.346;23.302
412;-0.4066;16.1667;0.08753;11.543;12.597;13.651;14.834;16.167;17.674;19.386;21.341;23.297
413;-0.4074;16.1628;0.08753;11.54;12.594;13.648;14.831;16.163;17.67;19.382;21.337;23.292
414;-0.4082;16.1589;0.08752;11.538;12.592;13.645;14.827;16.159;17.665;19.377;21.332;23.287
415;-0.409;16.1551;0.08751;11.536;12.59;13.643;14.824;16.155;17.661;19.372;21.327;23.281
416;-0.4098;16.1512;0.0875;11.535;12.587;13.64;14.821;16.151;17.656;19.367;21.321;23.276
417;-0.4106;16.1474;0.08749;11.533;12.585;13.637;14.817;16.147;17.652;19.363;21.316;23.27
418;-0.4114;16.1435;0.08748;11.531;12.582;13.634;14.814;16.144;17.648;19.358;21.311;23.265
419;-0.4121;16.1397;0.08747;11.529;12.58;13.631;14.811;16.14;17.644;19.353;21.306;23.259
420;-0.4129;16.1359;0.08747;11.527;12.577;13.628;14.807;16.136;17.639;19.349;21.302;23.255
421;-0.4137;16.1321;0.08746;11.525;12.575;13.625;14.804;16.132;17.635;19.344;21.297;23.249
422;-0.4145;16.1283;0.08745;11.523;12.573;13.623;14.801;16.128;17.631;19.339;21.292;23.244
423;-0.4153;16.1245;0.08744;11.521;12.57;13.62;14.797;16.125;17.627;19.335;21.287;23.239
424;-0.4161;16.1207;0.08743;11.519;12.568;13.617;14.794;16.121;17.622;19.33;21.282;23.233
425;-0.4169;16.117;0.08742;11.518;12.566;13.614;14.791;16.117;17.618;19.325;21.277;23.228
426;-0.4176;16.1132;0.08741;11.516;12.564;13.611;14.788;16.113;17.614;19.321;21.272;23.223
427;-0.4184;16.1095;0.08741;11.513;12.561;13.608;14.784;16.11;17.61;19.316;21.267;23.218
428;-0.4192;16.1057;0.0874;11.512;12.559;13.606;14.781;16.106;17.606;19.312;21.262;23.213
429;-0.42;16.102;0.08739;11.51;12.556;13.603;14.778;16.102;17.601;19.307;21.257;23.208
430;-0.4208;16.0983;0.08738;11.508;12.554;13.6;14.774;16.098;17.597;19.302;21.252;23.202
431;-0.4215;16.0946;0.08737;11.506;12.552;13.597;14.771;16.095;17.593;19.298;21.247;23.197
432;-0.4223;16.0909;0.08736;11.505;12.55;13.595;14.768;16.091;17.589;19.293;21.243;23.192
433;-0.4231;16.0872;0.08736;11.502;12.547;13.592;14.765;16.087;17.585;19.289;21.238;23.188
434;-0.4238;16.0835;0.08735;11.5;12.545;13.589;14.761;16.084;17.581;19.284;21.233;23.182
435;-0.4246;16.0798;0.08734;11.499;12.542;13.586;14.758;16.08;17.577;19.28;21.228;23.177
436;-0.4254;16.0762;0.08733;11.497;12.54;13.584;14.755;16.076;17.572;19.275;21.224;23.172
437;-0.4261;16.0725;0.08732;11.495;12.538;13.581;14.752;16.073;17.568;19.271;21.219;23.166
438;-0.4269;16.0689;0.08731;11.493;12.536;13.578;14.749;16.069;17.564;19.266;21.214;23.161
439;-0.4276;16.0652;0.08731;11.491;12.533;13.575;14.745;16.065;17.56;19.262;21.21;23.157
440;-0.4284;16.0616;0.0873;11.49;12.531;13.573;14.742;16.062;17.556;19.258;21.205;23.152
441;-0.4292;16.058;0.08729;11.488;12.529;13.57;14.739;16.058;17.552;19.253;21.2;23.147
442;-0.4299;16.0544;0.08728;11.486;12.527;13.567;14.736;16.054;17.548;19.249;21.195;23.142
443;-0.4307;16.0508;0.08727;11.484;12.524;13.565;14.733;16.051;17.544;19.244;21.19;23.136
444;-0.4314;16.0472;0.08727;11.482;12.522;13.562;14.73;16.047;17.54;19.24;21.186;23.132
445;-0.4322;16.0436;0.08726;11.48;12.52;13.559;14.727;16.044;17.536;19.236;21.181;23.127
446;-0.4329;16.04;0.08725;11.479;12.518;13.556;14.723;16.04;17.532;19.231;21.176;23.122
447;-0.4337;16.0365;0.08724;11.477;12.515;13.554;14.72;16.036;17.528;19.227;21.172;23.117
448;-0.4344;16.0329;0.08723;11.475;12.513;13.551;14.717;16.033;17.524;19.222;21.167;23.112
449;-0.4351;16.0294;0.08722;11.474;12.511;13.549;14.714;16.029;17.52;19.218;21.162;23.107
450;-0.4359;16.0258;0.08722;11.471;12.509;13.546;14.711;16.026;17.516;19.214;21.158;23.102
451;-0.4366;16.0223;0.08721;11.47;12.506;13.543;14.708;16.022;17.512;19.209;21.153;23.097
452;-0.4374;16.0188;0.0872;11.468;12.504;13.541;14.705;16.019;17.508;19.205;21.149;23.092
453;-0.4381;16.0153;0.08719;11.466;12.502;13.538;14.702;16.015;17.504;19.201;21.144;23.087
454;-0.4388;16.0118;0.08718;11.465;12.5;13.535;14.699;16.012;17.5;19.196;21.139;23.082
455;-0.4396;16.0083;0.08718;11.463;12.498;13.533;14.696;16.008;17.497;19.192;21.135;23.078
456;-0.4403;16.0048;0.08717;11.461;12.496;13.53;14.693;16.005;17.493;19.188;21.131;23.073
457;-0.441;16.0013;0.08716;11.459;12.493;13.528;14.69;16.001;17.489;19.184;21.126;23.068
458;-0.4418;15.9979;0.08715;11.458;12.491;13.525;14.687;15.998;17.485;19.179;21.121;23.063
459;-0.4425;15.9944;0.08714;11.456;12.489;13.522;14.684;15.994;17.481;19.175;21.117;23.058
460;-0.4432;15.991;0.08714;11.454;12.487;13.52;14.681;15.991;17.477;19.171;21.113;23.054
461;-0.4439;15.9875;0.08713;11.452;12.485;13.517;14.678;15.988;17.473;19.167;21.108;23.049
462;-0.4447;15.9841;0.08712;11.451;12.483;13.515;14.675;15.984;17.469;19.162;21.103;23.044
463;-0.4454;15.9807;0.08711;11.449;12.481;13.512;14.672;15.981;17.465;19.158;21.099;23.039
464;-0.4461;15.9773;0.08711;11.447;12.478;13.509;14.669;15.977;17.462;19.154;21.095;23.035
465;-0.4468;15.9739;0.0871;11.445;12.476;13.507;14.666;15.974;17.458;19.15;21.09;23.03
466;-0.4475;15.9705;0.08709;11.444;12.474;13.504;14.663;15.97;17.454;19.146;21.086;23.025
467;-0.4482;15.9671;0.08708;11.442;12.472;13.502;14.66;15.967;17.45;19.142;21.081;23.02
468;-0.449;15.9638;0.08707;11.441;12.47;13.5;14.657;15.964;17.447;19.137;21.077;23.016
469;-0.4497;15.9604;0.08707;11.439;12.468;13.497;14.654;15.96;17.443;19.134;21.073;23.012
470;-0.4504;15.9571;0.08706;11.437;12.466;13.494;14.651;15.957;17.439;19.129;21.068;23.007
471;-0.4511;15.9537;0.08705;11.435;12.464;13.492;14.648;15.954;17.435;19.125;21.064;23.002
472;-0.4518;15.9504;0.08704;11.434;12.462;13.489;14.645;15.95;17.432;19.121;21.059;22.997
473;-0.4525;15.9471;0.08704;11.432;12.459;13.487;14.642;15.947;17.428;19.117;21.055;22.993
474;-0.4532;15.9438;0.08703;11.43;12.457;13.484;14.639;15.944;17.424;19.113;21.051;22.989
475;-0.4539;15.9405;0.08702;11.429;12.455;13.482;14.636;15.94;17.421;19.109;21.046;22.984
476;-0.4546;15.9372;0.08701;11.427;12.453;13.48;14.634;15.937;17.417;19.105;21.042;22.979
477;-0.4553;15.9339;0.08701;11.425;12.451;13.477;14.631;15.934;17.413;19.101;21.038;22.975
478;-0.456;15.9307;0.087;11.424;12.449;13.475;14.628;15.931;17.41;19.097;21.034;22.971
479;-0.4567;15.9274;0.08699;11.422;12.447;13.472;14.625;15.927;17.406;19.093;21.029;22.966
480;-0.4574;15.9241;0.08698;11.42;12.445;13.47;14.622;15.924;17.402;19.089;21.025;22.961
481;-0.4581;15.9209;0.08698;11.419;12.443;13.467;14.619;15.921;17.399;19.085;21.021;22.957
482;-0.4588;15.9177;0.08697;11.417;12.441;13.465;14.617;15.918;17.395;19.081;21.017;22.953
483;-0.4595;15.9145;0.08696;11.416;12.439;13.463;14.614;15.914;17.391;19.077;21.013;22.948
484;-0.4602;15.9112;0.08695;11.414;12.437;13.46;14.611;15.911;17.388;19.073;21.008;22.943
485;-0.4609;15.908;0.08695;11.412;12.435;13.458;14.608;15.908;17.384;19.069;21.004;22.939
486;-0.4616;15.9049;0.08694;11.411;12.433;13.455;14.605;15.905;17.381;19.066;21.0;22.935
487;-0.4623;15.9017;0.08693;11.409;12.431;13.453;14.603;15.902;17.377;19.062;20.996;22.93
488;-0.4629;15.8985;0.08692;11.408;12.429;13.451;14.6;15.898;17.373;19.057;20.991;22.925
489;-0.4636;15.8953;0.08692;11.406;12.427;13.448;14.597;15.895;17.37;19.054;20.988;22.922
490;-0.4643;15.8922;0.08691;11.404;12.425;13.446;14.594;15.892;17.366;19.05;20.984;22.917
491;-0.465;15.8891;0.0869;11.403;12.423;13.444;14.592;15.889;17.363;19.046;20.979;22.913
492;-0.4657;15.8859;0.08689;11.401;12.421;13.441;14.589;15.886;17.359;19.042;20.975;22.908
493;-0.4663;15.8828;0.08689;11.399;12.419;13.439;14.586;15.883;17.356;19.038;20.971;22.904
494;-0.467;15.8797;0.08688;11.398;12.417;13.436;14.583;15.88;17.352;19.035;20.967;22.9
495;-0.4677;15.8766;0.08687;11.397;12.415;13.434;14.581;15.877;17.349;19.031;20.963;22.895
496;-0.4684;15.8735;0.08686;11.395;12.414;13.432;14.578;15.874;17.345;19.027;20.959;22.891
497;-0.469;15.8704;0.08686;11.393;12.411;13.429;14.575;15.87;17.342;19.023;20.955;22.887
498;-0.4697;15.8673;0.08685;11.392;12.409;13.427;14.572;15.867;17.339;19.019;20.951;22.883
499;-0.4704;15.8643;0.08684;11.39;12.408;13.425;14.57;15.864;17.335;19.016;20.947;22.878
500;-0.4711;15.8612;0.08683;11.389;12.406;13.423;14.567;15.861;17.332;19.012;20.943;22.874
501;-0.4717;15.8582;0.08683;11.387;12.404;13.42;14.565;15.858;17.328;19.008;20.939;22.87
502;-0.4724;15.8552;0.08682;11.386;12.402;13.418;14.562;15.855;17.325;19.004;20.935;22.866
503;-0.4731;15.8521;0.08681;11.384;12.4;13.416;14.559;15.852;17.321;19.001;20.931;22.861
504;-0.4737;15.8491;0.08681;11.383;12.398;13.414;14.557;15.849;17.318;18.997;20.927;22.858
505;-0.4744;15.8461;0.0868;11.381;12.396;13.411;14.554;15.846;17.315;18.993;20.923;22.853
506;-0.4751;15.8431;0.08679;11.38;12.394;13.409;14.551;15.843;17.311;18.99;20.919;22.849
507;-0.4757;15.8401;0.08678;11.378;12.393;13.407;14.549;15.84;17.308;18.986;20.915;22.845
508;-0.4764;15.8372;0.08678;11.377;12.391;13.405;14.546;15.837;17.305;18.983;20.912;22.841
509;-0.477;15.8342;0.08677;11.375;12.389;13.403;14.544;15.834;17.301;18.979;20.908;22.837
510;-0.4777;15.8313;0.08676;11.374;12.387;13.4;14.541;15.831;17.298;18.975;20.904;22.833
511;-0.4783;15.8283;0.08676;11.372;12.385;13.398;14.538;15.828;17.295;18.972;20.9;22.829
512;-0.479;15.8254;0.08675;11.371;12.383;13.396;14.536;15.825;17.292;18.968;20.896;22.825
513;-0.4797;15.8224;0.08674;11.369;12.382;13.394;14.533;15.822;17.288;18.964;20.892;22.82
514;-0.4803;15.8195;0.08673;11.368;12.38;13.392;14.531;15.82;17.285;18.96;20.888;22.816
515;-0.481;15.8166;0.08673;11.366;12.378;13.389;14.528;15.817;17.282;18.957;20.885;22.813
516;-0.4816;15.8137;0.08672;11.365;12.376;13.387;14.526;15.814;17.278;18.954;20.881;22.808
517;-0.4823;15.8108;0.08671;11.364;12.374;13.385;14.523;15.811;17.275;18.95;20.877;22.804
518;-0.4829;15.808;0.08671;11.362;12.372;13.383;14.521;15.808;17.272;18.947;20.874;22.801
519;-0.4836;15.8051;0.0867;11.361;12.371;13.381;14.518;15.805;17.269;18.943;20.87;22.797
520;-0.4842;15.8022;0.08669;11.359;12.369;13.379;14.516;15.802;17.266;18.939;20.866;22.792
521;-0.4848;15.7994;0.08668;11.358;12.367;13.377;14.513;15.799;17.262;18.936;20.862;22.788
522;-0.4855;15.7965;0.08668;11.356;12.365;13.374;14.511;15.796;17.259;18.933;20.859;22.785
523;-0.4861;15.7937;0.08667;11.355;12.364;13.372;14.508;15.794;17.256;18.929;20.855;22.781
524;-0.4868;15.7909;0.08666;11.354;12.362;13.37;14.506;15.791;17.253;18.925;20.851;22.777
525;-0.4874;15.7881;0.08666;11.352;12.36;13.368;14.503;15.788;17.25;18.922;20.848;22.773
526;-0.488;15.7853;0.08665;11.351;12.358;13.366;14.501;15.785;17.247;18.919;20.844;22.769
527;-0.4887;15.7825;0.08664;11.35;12.357;13.364;14.499;15.782;17.243;18.915;20.84;22.765
528;-0.4893;15.7797;0.08664;11.348;12.355;13.362;14.496;15.78;17.24;18.912;20.837;22.762
529;-0.49;15.7769;0.08663;11.347;12.353;13.36;14.494;15.777;17.237;18.908;20.833;22.758
530;-0.4906;15.7742;0.08662;11.346;12.352;13.358;14.491;15.774;17.234;18.905;20.829;22.754
531;-0.4912;15.7714;0.08662;11.344;12.35;13.356;14.489;15.771;17.231;18.902;20.826;22.75
532;-0.4919;15.7687;0.08661;11.343;12.348;13.354;14.486;15.769;17.228;18.898;20.822;22.746
533;-0.4925;15.7659;0.0866;11.341;12.347;13.352;14.484;15.766;17.225;18.895;20.818;22.742
534;-0.4931;15.7632;0.0866;11.34;12.345;13.349;14.482;15.763;17.222;18.892;20.815;22.739
535;-0.4937;15.7605;0.08659;11.339;12.343;13.348;14.479;15.76;17.219;18.888;20.812;22.735
536;-0.4944;15.7578;0.08658;11.337;12.342;13.346;14.477;15.758;17.216;18.885;20.808;22.731
537;-0.495;15.7551;0.08657;11.336;12.34;13.344;14.475;15.755;17.213;18.881;20.804;22.727
538;-0.4956;15.7524;0.08657;11.335;12.338;13.342;14.472;15.752;17.21;18.878;20.801;22.724
539;-0.4962;15.7497;0.08656;11.333;12.336;13.34;14.47;15.75;17.207;18.875;20.797;22.72
540;-0.4969;15.747;0.08655;11.332;12.335;13.338;14.468;15.747;17.204;18.871;20.794;22.716
541;-0.4975;15.7444;0.08655;11.331;12.333;13.336;14.465;15.744;17.201;18.869;20.791;22.713
542;-0.4981;15.7417;0.08654;11.329;12.332;13.334;14.463;15.742;17.198;18.865;20.787;22.709
543;-0.4987;15.7391;0.08653;11.328;12.33;13.332;14.461;15.739;17.195;18.862;20.783;22.705
544;-0.4993;15.7364;0.08653;11.327;12.328;13.33;14.458;15.736;17.192;18.859;20.78;22.702
545;-0.5;15.7338;0.08652;11.326;12.327;13.328;14.456;15.734;17.189;18.855;20.777;22.698
546;-0.5006;15.7312;0.08651;11.324;12.325;13.326;14.454;15.731;17.186;18.852;20.773;22.694
547;-0.5012;15.7286;0.08651;11.323;12.323;13.324;14.451;15.729;17.183;18.849;20.77;22.691
548;-0.5018;15.726;0.0865;11.322;12.322;13.322;14.449;15.726;17.18;18.846;20.766;22.687
549;-0.5024;15.7234;0.08649;11.321;12.32;13.32;14.447;15.723;17.177;18.842;20.763;22.683
550;-0.503;15.7208;0.08649;11.319;12.319;13.318;14.445;15.721;17.174;18.84;20.76;22.68
551;-0.5036;15.7183;0.08648;11.318;12.317;13.316;14.443;15.718;17.171;18.836;20.756;22.676
552;-0.5043;15.7157;0.08647;11.317;12.316;13.314;14.44;15.716;17.168;18.833;20.753;22.673
553;-0.5049;15.7132;0.08647;11.315;12.314;13.312;14.438;15.713;17.166;18.83;20.75;22.67
554;-0.5055;15.7106;0.08646;11.314;12.312;13.311;14.436;15.711;17.163;18.827;20.746;22.666
555;-0.5061;15.7081;0.08645;11.313;12.311;13.309;14.434;15.708;17.16;18.824;20.743;22.662
556;-0.5067;15.7056;0.08645;11.312;12.309;13.307;14.431;15.706;17.157;18.821;20.74;22.659
557;-0.5073;15.703;0.08644;11.31;12.308;13.305;14.429;15.703;17.154;18.818;20.736;22.655
558;-0.5079;15.7005;0.08643;11.309;12.306;13.303;14.427;15.7;17.151;18.814;20.733;22.651
559;-0.5085;15.698;0.08643;11.308;12.305;13.301;14.425;15.698;17.149;18.811;20.73;22.649
560;-0.5091;15.6956;0.08642;11.307;12.303;13.299;14.423;15.696;17.146;18.808;20.727;22.645
561;-0.5097;15.6931;0.08642;11.305;12.301;13.297;14.42;15.693;17.143;18.806;20.724;22.642
562;-0.5103;15.6906;0.08641;11.304;12.3;13.296;14.418;15.691;17.14;18.802;20.72;22.638
563;-0.5109;15.6882;0.0864;11.303;12.299;13.294;14.416;15.688;17.138;18.799;20.717;22.635
564;-0.5115;15.6857;0.0864;11.302;12.297;13.292;14.414;15.686;17.135;18.796;20.714;22.632
565;-0.5121;15.6833;0.08639;11.301;12.296;13.29;14.412;15.683;17.132;18.793;20.711;22.628
566;-0.5127;15.6808;0.08638;11.3;12.294;13.289;14.41;15.681;17.129;18.79;20.707;22.624
567;-0.5133;15.6784;0.08638;11.298;12.292;13.287;14.408;15.678;17.127;18.787;20.705;22.622
568;-0.5139;15.676;0.08637;11.297;12.291;13.285;14.406;15.676;17.124;18.784;20.701;22.618
569;-0.5145;15.6736;0.08636;11.296;12.29;13.283;14.404;15.674;17.121;18.781;20.698;22.615
570;-0.5151;15.6712;0.08636;11.295;12.288;13.281;14.401;15.671;17.119;18.779;20.695;22.612
571;-0.5156;15.6688;0.08635;11.294;12.287;13.28;14.399;15.669;17.116;18.775;20.692;22.608
572;-0.5162;15.6665;0.08634;11.293;12.285;13.278;14.397;15.666;17.113;18.772;20.688;22.605
573;-0.5168;15.6641;0.08634;11.291;12.284;13.276;14.395;15.664;17.111;18.77;20.686;22.602
574;-0.5174;15.6617;0.08633;11.29;12.282;13.274;14.393;15.662;17.108;18.767;20.682;22.598
575;-0.518;15.6594;0.08632;11.29;12.281;13.273;14.391;15.659;17.105;18.764;20.679;22.595
576;-0.5186;15.6571;0.08632;11.288;12.28;13.271;14.389;15.657;17.103;18.761;20.677;22.592
577;-0.5192;15.6547;0.08631;11.287;12.278;13.269;14.387;15.655;17.1;18.758;20.673;22.589
578;-0.5197;15.6524;0.08631;11.286;12.277;13.267;14.385;15.652;17.097;18.755;20.671;22.586
579;-0.5203;15.6501;0.0863;11.285;12.275;13.266;14.383;15.65;17.095;18.752;20.667;22.582
580;-0.5209;15.6478;0.08629;11.284;12.274;13.264;14.381;15.648;17.092;18.749;20.664;22.579
581;-0.5215;15.6455;0.08629;11.283;12.272;13.262;14.379;15.646;17.09;18.747;20.662;22.576
582;-0.5221;15.6432;0.08628;11.282;12.271;13.261;14.377;15.643;17.087;18.744;20.658;22.573
583;-0.5226;15.6409;0.08627;11.281;12.27;13.259;14.375;15.641;17.084;18.741;20.655;22.569
584;-0.5232;15.6387;0.08627;11.279;12.268;13.257;14.373;15.639;17.082;18.738;20.653;22.567
585;-0.5238;15.6364;0.08626;11.278;12.267;13.256;14.371;15.636;17.079;18.736;20.649;22.563
586;-0.5244;15.6342;0.08626;11.277;12.266;13.254;14.369;15.634;17.077;18.733;20.647;22.561
587;-0.525;15.6319;0.08625;11.276;12.264;13.252;14.367;15.632;17.074;18.73;20.644;22.557
588;-0.5255;15.6297;0.08624;11.275;12.263;13.251;14.366;15.63;17.072;18.727;20.641;22.554
589;-0.5261;15.6275;0.08624;11.274;12.262;13.249;14.364;15.628;17.069;18.725;20.638;22.552
590;-0.5267;15.6253;0.08623;11.273;12.26;13.248;14.362;15.625;17.067;18.722;20.635;22.548
591;-0.5272;15.6231;0.08622;11.272;12.259;13.246;14.36;15.623;17.064;18.719;20.632;22.545
592;-0.5278;15.6209;0.08622;11.271;12.258;13.244;14.358;15.621;17.062;18.717;20.629;22.542
593;-0.5284;15.6187;0.08621;11.27;12.256;13.243;14.356;15.619;17.059;18.714;20.626;22.539
594;-0.529;15.6165;0.08621;11.269;12.255;13.241;14.354;15.616;17.057;18.711;20.624;22.537
595;-0.5295;15.6144;0.0862;11.268;12.254;13.24;14.352;15.614;17.055;18.708;20.621;22.533
596;-0.5301;15.6122;0.08619;11.267;12.253;13.238;14.35;15.612;17.052;18.706;20.618;22.53
597;-0.5307;15.61;0.08619;11.266;12.251;13.236;14.348;15.61;17.05;18.703;20.615;22.527
598;-0.5312;15.6079;0.08618;11.265;12.25;13.235;14.347;15.608;17.047;18.7;20.612;22.524
599;-0.5318;15.6058;0.08618;11.264;12.248;13.233;14.345;15.606;17.045;18.698;20.61;22.522
600;-0.5323;15.6037;0.08617;11.263;12.247;13.232;14.343;15.604;17.043;18.695;20.607;22.518
601;-0.5329;15.6015;0.08616;11.262;12.246;13.23;14.341;15.602;17.04;18.692;20.604;22.515
602;-0.5335;15.5994;0.08616;11.261;12.245;13.229;14.339;15.599;17.038;18.69;20.601;22.513
603;-0.534;15.5973;0.08615;11.26;12.243;13.227;14.337;15.597;17.035;18.687;20.598;22.509
604;-0.5346;15.5953;0.08614;11.259;12.242;13.226;14.336;15.595;17.033;18.685;20.596;22.506
605;-0.5351;15.5932;0.08614;11.258;12.241;13.224;14.334;15.593;17.031;18.682;20.593;22.504
606;-0.5357;15.5911;0.08613;11.257;12.24;13.223;14.332;15.591;17.028;18.68;20.59;22.501
607;-0.5363;15.589;0.08613;11.256;12.238;13.221;14.33;15.589;17.026;18.677;20.588;22.499
608;-0.5368;15.587;0.08612;11.255;12.237;13.22;14.328;15.587;17.024;18.675;20.585;22.495
609;-0.5374;15.585;0.08611;11.254;12.236;13.218;14.327;15.585;17.021;18.672;20.582;22.492
610;-0.5379;15.5829;0.08611;11.253;12.235;13.217;14.325;15.583;17.019;18.67;20.58;22.49
611;-0.5385;15.5809;0.0861;11.252;12.234;13.215;14.323;15.581;17.017;18.667;20.577;22.487
612;-0.539;15.5789;0.0861;11.251;12.232;13.214;14.321;15.579;17.015;18.665;20.575;22.485
613;-0.5396;15.5769;0.08609;11.25;12.231;13.212;14.32;15.577;17.012;18.662;20.572;22.482
614;-0.5401;15.5749;0.08608;11.25;12.23;13.211;14.318;15.575;17.01;18.66;20.569;22.478
615;-0.5407;15.5729;0.08608;11.248;12.229;13.209;14.316;15.573;17.008;18.657;20.567;22.476
616;-0.5412;15.5709;0.08607;11.248;12.228;13.208;14.315;15.571;17.006;18.655;20.564;22.473
617;-0.5418;15.569;0.08607;11.247;12.227;13.206;14.313;15.569;17.004;18.653;20.562;22.471
618;-0.5423;15.567;0.08606;11.246;12.225;13.205;14.311;15.567;17.001;18.65;20.559;22.468
619;-0.5429;15.5651;0.08605;11.245;12.224;13.204;14.31;15.565;16.999;18.647;20.556;22.465
620;-0.5434;15.5631;0.08605;11.244;12.223;13.202;14.308;15.563;16.997;18.645;20.554;22.463
621;-0.544;15.5612;0.08604;11.243;12.222;13.201;14.306;15.561;16.995;18.643;20.551;22.46
622;-0.5445;15.5593;0.08604;11.242;12.221;13.199;14.304;15.559;16.993;18.641;20.549;22.458
623;-0.5451;15.5574;0.08603;11.242;12.22;13.198;14.303;15.557;16.99;18.638;20.546;22.455
624;-0.5456;15.5555;0.08603;11.24;12.219;13.197;14.301;15.556;16.988;18.636;20.544;22.453
625;-0.5461;15.5536;0.08602;11.24;12.218;13.195;14.3;15.554;16.986;18.633;20.542;22.45
626;-0.5467;15.5517;0.08601;11.239;12.217;13.194;14.298;15.552;16.984;18.631;20.539;22.447
627;-0.5472;15.5498;0.08601;11.238;12.215;13.193;14.296;15.55;16.982;18.629;20.537;22.445
628;-0.5478;15.548;0.086;11.237;12.214;13.191;14.295;15.548;16.98;18.626;20.534;22.442
629;-0.5483;15.5461;0.086;11.236;12.213;13.19;14.293;15.546;16.978;18.624;20.532;22.44
630;-0.5488;15.5443;0.08599;11.236;12.212;13.189;14.292;15.544;16.976;18.622;20.529;22.437
631;-0.5494;15.5424;0.08598;11.235;12.211;13.187;14.29;15.542;16.973;18.619;20.527;22.434
