key;L;M;S
5859.21875;-2.119156972;20.45325617;0.14909006
5889.65625;-2.126975375;20.49383457;0.14896311
5920.09375;-2.134873266;20.5339164;0.148836931
5950.53125;-2.142840157;20.57349387;0.148711989
5980.96875;-2.150865204;20.61255929;0.148588757
6011.40625;-2.158937201;20.65110506;0.148467715
6041.84375;-2.167044578;20.6891237;0.148349348
6072.28125;-2.175176987;20.72660728;0.14823412
6102.71875;-2.183317362;20.76355011;0.148122614
6133.15625;-2.191457792;20.79994337;0.148015249
6163.59375;-2.199583649;20.83578051;0.147912564
6194.03125;-2.207681525;20.87105449;0.147815078
6224.46875;-2.215737645;20.90575839;0.147723315
6254.90625;-2.223739902;20.93988477;0.147637768
6285.34375;-2.231667995;20.97342858;0.147559083
6315.78125;-2.239511942;21.00638171;0.147487716
6346.21875;-2.247257081;21.0387374;0.14742421
6376.65625;-2.254885145;21.07048996;0.147369174
6407.09375;-2.26238209;21.10163241;0.147323144
6437.53125;-2.269731517;21.13215845;0.147286698
6467.96875;-2.276917229;21.16206171;0.147260415
6498.40625;-2.283925442;21.1913351;0.147244828
6528.84375;-2.290731442;21.21997472;0.147240683
6559.28125;-2.29732427;21.24797262;0.147248467
6589.71875;-2.303687802;21.27532239;0.14726877
6620.15625;-2.309799971;21.30201933;0.147302299
6650.59375;-2.315651874;21.32805489;0.147349514
6681.03125;-2.32121731;21.35342563;0.147411215
6711.46875;-2.326481911;21.37812462;0.147487979
6741.90625;-2.331428139;21.40214589;0.147580453
6772.34375;-2.336038473;21.42548351;0.147689289
6802.78125;-2.34029545;21.44813156;0.14781515
6833.21875;-2.344181703;21.47008412;0.147958706
6863.65625;-2.34768;21.49133529;0.148120633
6894.09375;-2.350773286;21.51187918;0.148301619
6924.53125;-2.353444725;21.53170989;0.148502355
6954.96875;-2.355677743;21.55082155;0.148723546
6985.40625;-2.35745607;21.56920824;0.148965902
7015.84375;-2.358763788;21.58686406;0.149230142
7046.28125;-2.359585369;21.60378309;0.149516994
7076.71875;-2.359905726;21.61995939;0.149827195
7107.15625;-2.359710258;21.635387;0.150161492
7137.59375;-2.358980464;21.65006126;0.150520734
7168.03125;-2.357714508;21.6639727;0.150905439
7198.46875;-2.355892424;21.67711736;0.151316531
7228.90625;-2.353501353;21.68948935;0.151754808
7259.34375;-2.350528726;21.70108288;0.152221086
7289.78125;-2.346962247;21.71189225;0.152716206
7305.0;-2.34495843;21.71699934;0.152974718
7320.21875;-2.342796948;21.72190973;0.153240872
